FALSE,52,22,,0,0,"murdadrift","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>",1012,0,"fernando tapia","fukkin bored",,
FALSE,74,23,,0,0,"BossBitchP25","<a href=""http://ubertwitter.com"" rel=""nofollow"">UberTwitter</a>",1150,0,"Precious Brown","RT @Fiercet28: @darkndreamy can u text ur frnd n ask her for da facial lady numba fa me PLZ!lol big tiff hahah",,
FALSE,446,624,"MoneyPro2009",0,66442265,"landmark11","<a href=""http://apiwiki.twitter.com/"" rel=""nofollow"">API</a>",57,0,"landmark11","@MoneyPro2009 Congratulations you have reached 4000 followers!! Spread the word!-&gt;http://bit.ly/IiORl",,
FALSE,9161,163,"FirstLadyEve",0,29910549,"Shaunie_O","<a href=""http://www.thetweetgenius.com"" rel=""nofollow"">TweetGenius</a>",2160,0,"Shaunie O'Neal","@FirstLadyEve RT @REDCARPET_17 On the causeway, Headed to Fellowship Church&gt;&gt; A PERFECT WAY 2 END UR DAY! XOXO",,
FALSE,23,53,,0,0,"amandamaev","web",337,0,"Amanda Villanueva","birthday girl is acting up.  WTF.",,
FALSE,86,74,,0,0,"Je_marques","web",493,0,"Jessiiiica (: ","aaaula amanh�� ! :/",,
FALSE,18,67,,0,0,"OrneCap","web",334,0,"Orne Cap","Me aburro mucho, es viernes y no se que voy hacer a la noche",,
FALSE,5439,69,,0,0,"DiscoLee","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>",980,0,"Disco-Lee","*sofrendo muito pra terminar de conferir a promo*",,
FALSE,90,83,,0,0,"UNIGLOBEGeo","web",79,0,"UNIGLOBE Geo Travel","Making final preparations for a weekend of Bridal Shows! Visit www.RomanticTravel.ca for a complete list of shows. #YEG #YYC #YVR #YYJ #YKA",,
FALSE,52,6,,0,0,"praffensperger","<a href=""http://apiwiki.twitter.com/"" rel=""nofollow"">API</a>",1567,0,"Peter Raffensperger","Homunculus dug blue and lost directed intensely.",,
FALSE,58,184,,0,0,"owenfrancis_","web",183,0,"Owen Francis Cowley","wishes she didn't have to go to work, humph.",,
FALSE,114,157,,0,0,"Rich_montero","<a href=""http://destroytwitter.com/"" rel=""nofollow"">DestroyTwitter</a>",2092,0,"Rich","En ocasiones me doy cuenta que estoy registrado en sitios en los que no recuerdo haberme registrado.",,
FALSE,141,91,,0,0,"kthxilyxxx","web",4343,0,"Emily Fera","#ilovedasey #ilovedasey #ilovedasey #ilovedasey #ilovedasey #ilovedasey #ilovedasey #ilovedasey #ilovedasey #ilovedasey #ilovedasey",,
FALSE,24,71,,0,0,"Cueto73","<a href=""http://help.twitter.com/index.php?pg=kb.page&id=75"" rel=""nofollow"">txt</a>",150,0,"Brennan Cueto","Have a safe trip Jenna",,
FALSE,25,59,,0,0,"anwatkins09","<a href=""http://orangatame.com/products/twitterberry/"" rel=""nofollow"">TwitterBerry</a>",213,0,"Ashley Watkins","I'm so tired! I just want to relax for a while! But back to work it is!",,
FALSE,143,147,"Saraah_xoxo",0,36721807,"laura_x3","web",2096,0,"laura webb","@Saraah_xoxo ITS ON AFTER THE INBETWEENERS! AT LIKE 12",,
FALSE,30,36,"CorinthiansNews",0,28703815,"Rod182","web",247,0,"Rodrigo [SCCP]","@CorinthiansNews http://bit.ly/nl684",,
FALSE,14,11,"notalentpatti",0,63390197,"nikkeeluvsmusic","<a href=""http://help.twitter.com/index.php?pg=kb.page&id=75"" rel=""nofollow"">txt</a>",141,0,"Nikkee Finley","@notalentpatti dont wanna go now. Im emo. Not drunk enough.",,
FALSE,81,49,"iamReGGo",0,30095547,"TonyaTakeOva","<a href=""http://twitterhelp.blogspot.com/2008/05/twitter-via-mobile-web-mtwittercom.html"" rel=""nofollow"">mobile web</a>",1241,0,"T.L. Powers","@iamReGGo what happened",,
FALSE,3,4,,0,0,"chenki21","web",2,0,"Rennaye Lewis","mindin my business stayin outta yours",,
FALSE,161,136,,0,0,"rawgerr","<a href=""http://help.twitter.com/index.php?pg=kb.page&id=75"" rel=""nofollow"">txt</a>",4584,0,"Sarah Burgess","Hearing @owlcity on the radio makes me happy. :) I love 90.9!",,
FALSE,125,48,"duckbass",0,56127926,"Vynaddiction","<a href=""http://ubertwitter.com"" rel=""nofollow"">UberTwitter</a>",1207,0,"Vyna Maruko Chan","@duckbass cantengan since januari 2009. Dah mau sembuh, keijek. Gt trus. Again and again. Till today tuh kuku kluar, dagingku sampe bolong",,
FALSE,94,226,,0,0,"ViudaRica","web",296,0,"Consuelo Flores Gil","Hoy  18 es �ltimo   d�a de votaci�n para Socorro  Villanueva   como reconocimiento al adulto mayor por su labor social en el Per�",,
FALSE,6803,7068,,0,0,"moneyisgood","web",7825,0,"markus jones","Best Coaching Club For Making Money http://bit.ly/1jBiO9",,
FALSE,381,722,"ASavageNation",0,66019768,"BroadcastBias","web",330,0,"Broadcast Bias","@ASavageNation Downloaded & printed out your New Yorker profile ... Seriously enjoyed reading it! Great stuff. You deserved it!",,
